Date,Price
2017-12-09,394.3
2017-12-10,394.3
2017-12-11,389.83
2017-12-12,400.5
2017-12-13,397.54
2017-12-14,392.32
2017-12-15,402.74
2017-12-16,402.74
2017-12-17,402.74
2017-12-18,405.37
2017-12-19,405.12
2017-12-20,403.15
2017-12-21,404.39
2017-12-22,404.81
2017-12-23,404.81
2017-12-24,404.81
2017-12-25,404.81
2017-12-26,403.43
2017-12-27,404.29
2017-12-28,400.13
2017-12-29,403.21
2017-12-30,403.21
2017-12-31,403.21
2018-01-01,402.01
2018-01-02,398.09
2018-01-03,406.82
2018-01-04,409.19
2018-01-05,421.86
2018-01-06,421.86
2018-01-07,421.86
2018-01-08,423.34
2018-01-09,421.81
2018-01-10,424.94
2018-01-11,425.49
2018-01-12,421.9
2018-01-13,421.9
2018-01-14,421.9
2018-01-15,423.85
2018-01-16,423.2
2018-01-17,431.08
2018-01-18,424.04
2018-01-19,428.44
2018-01-20,428.44
2018-01-21,428.44
2018-01-22,438.15
2018-01-23,438.56
2018-01-24,439.95
2018-01-25,440.91
2018-01-26,440.91
2018-01-27,440.91
2018-01-28,440.91
2018-01-29,437.76
2018-01-30,430.25
2018-01-31,429.36
2018-02-01,426.92
2018-02-02,420.06
2018-02-03,420.06
2018-02-04,420.06
2018-02-05,409.16
2018-02-06,400.36
2018-02-07,408.61
2018-02-08,407.04
2018-02-09,397.98
2018-02-10,397.98
2018-02-11,397.98
2018-02-12,402.98
2018-02-13,402.98
2018-02-14,412.14
2018-02-15,417.5
2018-02-16,407.37
2018-02-17,407.37
2018-02-18,407.37
2018-02-19,395.44
2018-02-20,393.76
2018-02-21,393.36
2018-02-22,401.68
2018-02-23,405.32
2018-02-24,405.32
2018-02-25,405.32
2018-02-26,414.5
2018-02-27,411.66
2018-02-28,407.42
2018-03-01,407.99
2018-03-02,407.99
2018-03-03,407.99
2018-03-04,407.99
2018-03-05,404.92
2018-03-06,407.94
2018-03-07,385.83
2018-03-08,379.5
2018-03-09,383.01
2018-03-10,383.01
2018-03-11,383.01
2018-03-12,381.95
2018-03-13,386.99
2018-03-14,379.8
2018-03-15,383.46
2018-03-16,372.87
2018-03-17,372.87
2018-03-18,372.87
2018-03-19,361.82
2018-03-20,368.06
2018-03-21,366.74
2018-03-22,359.4
2018-03-23,356.07
2018-03-24,356.07
2018-03-25,356.07
2018-03-26,359.89
2018-03-27,365.72
2018-03-28,355.65
2018-03-29,355.65
2018-03-30,355.65
2018-03-31,355.65
2018-04-01,355.65
2018-04-02,364.13
2018-04-03,365.37
2018-04-04,369.06
2018-04-05,375.55
2018-04-06,379.51
2018-04-07,379.51
2018-04-08,379.51
2018-04-09,379.03
2018-04-10,386.78
2018-04-11,378.57
2018-04-12,372.62
2018-04-13,383.09
2018-04-14,383.09
2018-04-15,383.09
2018-04-16,385.45
2018-04-17,387.22
2018-04-18,383.83
2018-04-19,387.17
2018-04-20,382.13
2018-04-21,382.13
2018-04-22,382.13
2018-04-23,384.62
2018-04-24,391.17
2018-04-25,393.27
2018-04-26,393.86
2018-04-27,402.24
2018-04-28,402.24
2018-04-29,402.24
2018-04-30,406.55
2018-05-01,406.55
2018-05-02,405.29
2018-05-03,401.58
2018-05-04,405.17
2018-05-05,405.17
2018-05-06,405.17
2018-05-07,411.39
2018-05-08,413.02
2018-05-09,412.14
2018-05-10,411.44
2018-05-11,412.61
2018-05-12,412.61
2018-05-13,412.61
2018-05-14,409.61
2018-05-15,407.64
2018-05-16,402.56
2018-05-17,400.26
2018-05-18,390.38
2018-05-19,390.38
2018-05-20,390.38
2018-05-21,385.17
2018-05-22,379.68
2018-05-23,376.02
2018-05-24,370.47
2018-05-25,374.13
2018-05-26,374.13
2018-05-27,374.13
2018-05-28,379.23
2018-05-29,380.11
2018-05-30,374.7
2018-05-31,387.88
2018-06-01,387.25
2018-06-02,387.25
2018-06-03,387.25
2018-06-04,381.71
2018-06-05,374.09
2018-06-06,375.48
2018-06-07,381.01
2018-06-08,379.52
2018-06-09,379.52
2018-06-10,379.52
2018-06-11,384.76
2018-06-12,386.43
2018-06-13,386.5
2018-06-14,375.85
2018-06-15,372.97
2018-06-16,372.97
2018-06-17,372.97
2018-06-18,371.33
2018-06-19,364.37
2018-06-20,362.47
2018-06-21,371.11
2018-06-22,364.37
2018-06-23,364.37
2018-06-24,364.37
2018-06-25,363.52
2018-06-26,361.9
2018-06-27,360.64
2018-06-28,361.82
2018-06-29,367.47
2018-06-30,367.47
2018-07-01,367.47
2018-07-02,364.58
2018-07-03,363.2
2018-07-04,359.28
2018-07-05,359.87
2018-07-06,366.56
2018-07-07,366.56
2018-07-08,366.56
2018-07-09,367.72
2018-07-10,371.96
2018-07-11,373.78
2018-07-12,371.25
2018-07-13,372.63
2018-07-14,372.63
2018-07-15,372.63
2018-07-16,364.12
2018-07-17,365.36
2018-07-18,368.78
2018-07-19,367.45
2018-07-20,371.99
2018-07-21,371.99
2018-07-22,371.99
2018-07-23,379.49
2018-07-24,389.75
2018-07-25,399.27
2018-07-26,399.01
2018-07-27,395.82
2018-07-28,395.82
2018-07-29,395.82
2018-07-30,390.87
2018-07-31,393.75
2018-08-01,399.18
2018-08-02,400.25
2018-08-03,400.57
2018-08-04,400.57
2018-08-05,400.57
2018-08-06,399.58
2018-08-07,376.59
2018-08-08,373.76
2018-08-09,378.0
2018-08-10,379.05
2018-08-11,379.05
2018-08-12,379.05
2018-08-13,377.11
2018-08-14,373.9
2018-08-15,373.9
2018-08-16,370.57
2018-08-17,375.53
2018-08-18,375.53
2018-08-19,375.53
2018-08-20,377.19
2018-08-21,378.34
2018-08-22,378.34
2018-08-23,380.46
2018-08-24,380.16
2018-08-25,380.16
2018-08-26,380.16
2018-08-27,378.78
2018-08-28,382.62
2018-08-29,388.45
2018-08-30,383.34
2018-08-31,385.57
2018-09-01,385.57
2018-09-02,385.57
2018-09-03,388.0
2018-09-04,378.38
2018-09-05,373.96
2018-09-06,380.37
2018-09-07,380.51
2018-09-08,380.51
2018-09-09,380.51
2018-09-10,375.28
2018-09-11,370.4
2018-09-12,371.48
2018-09-13,371.48
2018-09-14,380.29
2018-09-15,380.29
2018-09-16,380.29
2018-09-17,379.89
2018-09-18,383.18
2018-09-19,376.08
2018-09-20,376.08
2018-09-21,363.26
2018-09-22,363.26
2018-09-23,363.26
2018-09-24,349.17
2018-09-25,337.23
2018-09-26,338.06
2018-09-27,337.29
2018-09-28,335.27
2018-09-29,335.27
2018-09-30,335.27
2018-10-01,325.62
2018-10-02,325.62
2018-10-03,332.86
2018-10-04,321.24
2018-10-05,307.84
2018-10-06,307.84
2018-10-07,307.84
2018-10-08,302.4
2018-10-09,314.72
2018-10-10,324.45
2018-10-11,317.73
2018-10-12,323.82
2018-10-13,323.82
2018-10-14,323.82
2018-10-15,319.42
2018-10-16,326.73
2018-10-17,325.25
2018-10-18,325.25
2018-10-19,312.78
2018-10-20,312.78
2018-10-21,312.78
2018-10-22,319.91
2018-10-23,316.65
2018-10-24,317.87
2018-10-25,304.68
2018-10-26,305.58
2018-10-27,305.58
2018-10-28,305.58
2018-10-29,319.81
2018-10-30,326.86
2018-10-31,318.98
2018-11-01,319.06
2018-11-02,330.96
2018-11-03,330.96
2018-11-04,330.96
2018-11-05,329.49
2018-11-06,330.86
2018-11-07,326.71
2018-11-08,326.71
2018-11-09,334.12
2018-11-10,334.12
2018-11-11,334.12
2018-11-12,334.27
2018-11-13,331.58
2018-11-14,333.01
2018-11-15,342.68
2018-11-16,346.74
2018-11-17,346.74
2018-11-18,346.74
2018-11-19,346.83
2018-11-20,354.89
2018-11-21,357.33
2018-11-22,366.49
2018-11-23,366.49
2018-11-24,366.49
2018-11-25,366.49
2018-11-26,362.85
2018-11-27,368.89
2018-11-28,365.22
2018-11-29,367.84
2018-11-30,367.44
2018-12-01,367.44
2018-12-02,367.44
2018-12-03,372.08
2018-12-04,373.17
2018-12-05,374.82
2018-12-06,370.65
2018-12-07,369.71
2018-12-08,369.71
2018-12-09,369.71
2018-12-10,361.66
2018-12-11,355.14
2018-12-12,367.6
2018-12-13,371.69
2018-12-14,368.83
2018-12-15,368.83
2018-12-16,368.83
2018-12-17,372.49
2018-12-18,369.04
2018-12-19,375.28
2018-12-20,372.66
2018-12-21,364.59
2018-12-22,364.59
2018-12-23,364.59
2018-12-24,362.12
2018-12-25,362.12
2018-12-26,368.66
2018-12-27,380.43
2018-12-28,387.97
2018-12-29,387.97
2018-12-30,387.97
2018-12-31,388.06
2019-01-01,386.49
2019-01-02,383.82
2019-01-03,380.35
2019-01-04,380.4
2019-01-05,380.4
2019-01-06,380.4
2019-01-07,382.81
2019-01-08,378.56
2019-01-09,377.79
2019-01-10,379.92
2019-01-11,377.52
2019-01-12,377.52
2019-01-13,377.52
2019-01-14,374.42
2019-01-15,381.04
2019-01-16,384.21
2019-01-17,391.45
2019-01-18,397.03
2019-01-19,397.03
2019-01-20,397.03
2019-01-21,397.14
2019-01-22,390.86
2019-01-23,387.52
2019-01-24,380.84
2019-01-25,379.48
2019-01-26,379.48
2019-01-27,379.48
2019-01-28,334.66
2019-01-29,341.2
2019-01-30,341.69
2019-01-31,335.14
2019-02-01,340.52
2019-02-02,340.52
2019-02-03,340.52
2019-02-04,333.84
2019-02-05,336.98
2019-02-06,330.99
2019-02-07,331.01
2019-02-08,332.47
2019-02-09,332.47
2019-02-10,332.47
2019-02-11,326.91
2019-02-12,326.36
2019-02-13,340.31
2019-02-14,347.76
2019-02-15,350.52
2019-02-16,350.52
2019-02-17,350.52
2019-02-18,348.91
2019-02-19,344.54
2019-02-20,350.3
2019-02-21,354.99
2019-02-22,355.51
2019-02-23,355.51
2019-02-24,355.51
2019-02-25,327.58
2019-02-26,322.65
2019-02-27,327.56
2019-02-28,326.45
2019-03-01,332.67
2019-03-02,332.67
2019-03-03,332.67
2019-03-04,332.67
2019-03-05,336.57
2019-03-06,342.07
2019-03-07,339.82
2019-03-08,340.73
2019-03-09,340.73
2019-03-10,340.73
2019-03-11,348.8
2019-03-12,359.45
2019-03-13,364.64
2019-03-14,364.82
2019-03-15,366.0
2019-03-16,366.0
2019-03-17,366.0
2019-03-18,371.34
2019-03-19,365.77
2019-03-20,362.74
2019-03-21,362.74
2019-03-22,359.04
2019-03-23,359.04
2019-03-24,359.04
2019-03-25,359.84
2019-03-26,366.36
2019-03-27,368.53
2019-03-28,377.63
2019-03-29,379.53
2019-03-30,379.53
2019-03-31,379.53
2019-04-01,382.71
2019-04-02,381.0
2019-04-03,383.24
2019-04-04,378.95
2019-04-05,385.53
2019-04-06,385.53
2019-04-07,385.53
2019-04-08,380.14
2019-04-09,377.16
2019-04-10,382.01
2019-04-11,379.43
2019-04-12,384.66
2019-04-13,384.66
2019-04-14,384.66
2019-04-15,386.11
2019-04-16,391.91
2019-04-17,391.91
2019-04-18,391.45
2019-04-19,391.45
2019-04-20,391.45
2019-04-21,391.45
2019-04-22,389.98
2019-04-23,389.68
2019-04-24,389.54
2019-04-25,390.23
2019-04-26,391.01
2019-04-27,391.01
2019-04-28,391.01
2019-04-29,391.01
2019-04-30,390.32
2019-05-01,390.32
2019-05-02,394.75
2019-05-03,393.56
2019-05-04,393.56
2019-05-05,393.56
2019-05-06,381.39
2019-05-07,377.07
2019-05-08,371.65
2019-05-09,364.77
2019-05-10,372.39
2019-05-11,372.39
2019-05-12,372.39
2019-05-13,368.3
2019-05-14,371.2
2019-05-15,367.0
2019-05-16,368.46
2019-05-17,365.96
2019-05-18,365.96
2019-05-19,365.96
2019-05-20,392.61
2019-05-21,394.35
2019-05-22,385.68
2019-05-23,411.79
2019-05-24,405.76
2019-05-25,405.76
2019-05-26,405.76
2019-05-27,412.72
2019-05-28,414.83
2019-05-29,407.02
2019-05-30,407.31
2019-05-31,413.44
2019-06-01,413.44
2019-06-02,413.44
2019-06-03,419.99
2019-06-04,424.69
2019-06-05,424.69
2019-06-06,425.63
2019-06-07,423.48
2019-06-08,423.48
2019-06-09,423.48
2019-06-10,424.69
2019-06-11,425.79
2019-06-12,425.6
2019-06-13,424.7
2019-06-14,425.75
2019-06-15,425.75
2019-06-16,425.75
2019-06-17,424.02
2019-06-18,421.74
2019-06-19,414.49
2019-06-20,399.42
2019-06-21,402.59
2019-06-22,402.59
2019-06-23,402.59
2019-06-24,404.52
2019-06-25,405.1
2019-06-26,413.28
2019-06-27,407.71
2019-06-28,410.39
2019-06-29,410.39
2019-06-30,410.39
2019-07-01,411.88
2019-07-02,414.22
2019-07-03,416.51
2019-07-04,415.45
2019-07-05,409.42
2019-07-06,409.42
2019-07-07,409.42
2019-07-08,400.35
2019-07-09,399.88
2019-07-10,405.36
2019-07-11,410.3
2019-07-12,414.97
2019-07-13,414.97
2019-07-14,414.97
2019-07-15,411.88
2019-07-16,413.75
2019-07-17,417.57
2019-07-18,415.04
2019-07-19,409.54
2019-07-20,409.54
2019-07-21,409.54
2019-07-22,404.46
2019-07-23,400.99
2019-07-24,385.8
2019-07-25,381.4
2019-07-26,381.18
2019-07-27,381.18
2019-07-28,381.18
2019-07-29,376.1
2019-07-30,375.65
2019-07-31,376.37
2019-08-01,371.56
2019-08-02,373.09
2019-08-03,373.09
2019-08-04,373.09
2019-08-05,365.38
2019-08-06,373.92
2019-08-07,371.45
2019-08-08,373.21
2019-08-09,377.43
2019-08-10,377.43
2019-08-11,377.43
2019-08-12,377.43
2019-08-13,368.63
2019-08-14,359.82
2019-08-15,359.82
2019-08-16,355.76
2019-08-17,355.76
2019-08-18,355.76
2019-08-19,360.06
2019-08-20,355.37
2019-08-21,352.14
2019-08-22,344.45
2019-08-23,348.04
2019-08-24,348.04
2019-08-25,348.04
2019-08-26,362.62
2019-08-27,371.48
2019-08-28,368.65
2019-08-29,364.95
2019-08-30,364.29
2019-08-31,364.29
2019-09-01,364.29
2019-09-02,364.29
2019-09-03,363.3
2019-09-04,362.41
2019-09-05,365.28
2019-09-06,366.47
2019-09-07,366.47
2019-09-08,366.47
2019-09-09,368.05
2019-09-10,368.05
2019-09-11,371.17
2019-09-12,374.11
2019-09-13,373.39
2019-09-14,373.39
2019-09-15,373.39
2019-09-16,371.44
2019-09-17,369.16
2019-09-18,366.22
2019-09-19,362.08
2019-09-20,374.81
2019-09-21,374.81
2019-09-22,374.81
2019-09-23,403.49
2019-09-24,412.92
2019-09-25,414.9
2019-09-26,417.4
